2024-12-20 15:17:46,486 - Training started.
2024-12-20 15:17:47,348 - Loaded saved model for continued training.
2024-12-20 15:17:47,419 - Loaded opponent model.
2024-12-20 15:17:51,651 - Episode 100/2000000, Total Reward: 1, Loss: 0.01907057
2024-12-20 15:17:55,455 - Episode 200/2000000, Total Reward: 1, Loss: 0.00285993
2024-12-20 15:17:59,492 - Episode 300/2000000, Total Reward: 1, Loss: 0.00863989
2024-12-20 15:18:03,723 - Episode 400/2000000, Total Reward: 1, Loss: 0.00272136
2024-12-20 15:18:07,974 - Episode 500/2000000, Total Reward: 1, Loss: 0.00067254
2024-12-20 15:18:12,125 - Episode 600/2000000, Total Reward: 1, Loss: 0.00141203
2024-12-20 15:18:16,084 - Episode 700/2000000, Total Reward: 0, Loss: 0.00219268
2024-12-20 15:18:19,817 - Episode 800/2000000, Total Reward: 1, Loss: 0.00015776
2024-12-20 15:18:23,349 - Episode 900/2000000, Total Reward: 0, Loss: 0.00043616
2024-12-20 15:18:27,370 - Episode 1000/2000000, Total Reward: 1, Loss: 0.00028332
2024-12-20 15:18:31,433 - Episode 1100/2000000, Total Reward: 1, Loss: 0.00052276
2024-12-20 15:18:35,686 - Episode 1200/2000000, Total Reward: 1, Loss: 0.00070534
2024-12-20 15:18:39,854 - Episode 1300/2000000, Total Reward: 1, Loss: 0.00013150
2024-12-20 15:18:43,743 - Episode 1400/2000000, Total Reward: 0, Loss: 0.00029565
2024-12-20 15:18:47,525 - Episode 1500/2000000, Total Reward: 1, Loss: 0.00011168
2024-12-20 15:18:51,457 - Episode 1600/2000000, Total Reward: 1, Loss: 0.00049296
2024-12-20 15:18:55,286 - Episode 1700/2000000, Total Reward: 1, Loss: 0.00031561
2024-12-20 15:18:59,222 - Episode 1800/2000000, Total Reward: 1, Loss: 0.00018446
2024-12-20 15:19:02,928 - Episode 1900/2000000, Total Reward: 0, Loss: 0.00004138
2024-12-20 15:19:06,963 - Episode 2000/2000000, Total Reward: 1, Loss: 0.00007636
2024-12-20 15:19:10,919 - Episode 2100/2000000, Total Reward: 0, Loss: 0.00017996
2024-12-20 15:19:14,895 - Episode 2200/2000000, Total Reward: 0, Loss: 0.00003442
2024-12-20 15:19:18,062 - Episode 2300/2000000, Total Reward: 0, Loss: 0.00014651
2024-12-20 15:19:20,650 - Episode 2400/2000000, Total Reward: 0, Loss: 0.00010605
2024-12-20 15:19:23,484 - Episode 2500/2000000, Total Reward: 1, Loss: 0.00015846
2024-12-20 15:19:26,518 - Episode 2600/2000000, Total Reward: 1, Loss: 0.00031756
2024-12-20 15:19:29,668 - Episode 2700/2000000, Total Reward: 1, Loss: 0.00025674
2024-12-20 15:19:32,684 - Episode 2800/2000000, Total Reward: 0, Loss: 0.00009737
2024-12-20 15:19:36,010 - Episode 2900/2000000, Total Reward: 0, Loss: 0.00004934
2024-12-20 15:19:39,134 - Episode 3000/2000000, Total Reward: 0, Loss: 0.00016039
2024-12-20 15:19:42,537 - Episode 3100/2000000, Total Reward: 0, Loss: 0.00032620
2024-12-20 15:19:45,815 - Episode 3200/2000000, Total Reward: 1, Loss: 0.00021413
2024-12-20 15:19:49,808 - Episode 3300/2000000, Total Reward: 1, Loss: 0.00000662
2024-12-20 15:19:53,568 - Episode 3400/2000000, Total Reward: 0, Loss: 0.00002464
2024-12-20 15:19:57,610 - Episode 3500/2000000, Total Reward: 0, Loss: 0.00010750
2024-12-20 15:20:01,761 - Episode 3600/2000000, Total Reward: 0, Loss: 0.00026361
2024-12-20 15:20:06,083 - Episode 3700/2000000, Total Reward: 1, Loss: 0.00003456
2024-12-20 15:20:10,416 - Episode 3800/2000000, Total Reward: 0, Loss: 0.00004535
2024-12-20 15:20:14,750 - Episode 3900/2000000, Total Reward: 0, Loss: 0.00006887
2024-12-20 15:20:18,914 - Episode 4000/2000000, Total Reward: 1, Loss: 0.00020860
2024-12-20 15:20:23,112 - Episode 4100/2000000, Total Reward: 0, Loss: 0.00011974
2024-12-20 15:20:26,955 - Episode 4200/2000000, Total Reward: 1, Loss: 0.00000108
2024-12-20 15:20:31,067 - Episode 4300/2000000, Total Reward: 1, Loss: 0.00000678
2024-12-20 15:20:35,013 - Episode 4400/2000000, Total Reward: 0, Loss: 0.00000377
2024-12-20 15:20:39,045 - Episode 4500/2000000, Total Reward: 1, Loss: 0.00008730
2024-12-20 15:20:43,079 - Episode 4600/2000000, Total Reward: 0, Loss: 0.00000360
2024-12-20 15:20:47,124 - Episode 4700/2000000, Total Reward: 0, Loss: 0.00000618
2024-12-20 15:20:51,225 - Episode 4800/2000000, Total Reward: 0, Loss: 0.00002477
2024-12-20 15:20:54,950 - Episode 4900/2000000, Total Reward: 1, Loss: 0.00001938
2024-12-20 15:20:58,644 - Episode 5000/2000000, Total Reward: 1, Loss: 0.00004333
2024-12-20 15:21:02,345 - Episode 5100/2000000, Total Reward: 0, Loss: 0.00005788
2024-12-20 15:21:06,344 - Episode 5200/2000000, Total Reward: 1, Loss: 0.00000866
2024-12-20 15:21:10,111 - Episode 5300/2000000, Total Reward: 1, Loss: 0.00000385
2024-12-20 15:21:14,386 - Episode 5400/2000000, Total Reward: 1, Loss: 0.00002176
2024-12-20 15:21:18,032 - Episode 5500/2000000, Total Reward: 1, Loss: 0.00000708
2024-12-20 15:21:21,731 - Episode 5600/2000000, Total Reward: 1, Loss: 0.00000109
2024-12-20 15:21:25,554 - Episode 5700/2000000, Total Reward: 1, Loss: 0.00000074
2024-12-20 15:21:29,214 - Episode 5800/2000000, Total Reward: 0, Loss: 0.00003723
2024-12-20 15:21:32,975 - Episode 5900/2000000, Total Reward: 1, Loss: 0.00000072
2024-12-20 15:21:36,851 - Episode 6000/2000000, Total Reward: 0, Loss: 0.00000407
2024-12-20 15:21:40,748 - Episode 6100/2000000, Total Reward: 0, Loss: 0.00000183
2024-12-20 15:21:44,671 - Episode 6200/2000000, Total Reward: 0, Loss: 0.00000097
2024-12-20 15:21:48,940 - Episode 6300/2000000, Total Reward: 0, Loss: 0.00001715
2024-12-20 15:21:52,956 - Episode 6400/2000000, Total Reward: 0, Loss: 0.00003540
2024-12-20 15:21:55,886 - Episode 6500/2000000, Total Reward: 0, Loss: 0.00002339
2024-12-20 15:21:59,082 - Episode 6600/2000000, Total Reward: 1, Loss: 0.00000351
